Level,GO ID,GO Name,GO Type,Parents (ACC),Parents (Name),Nodescore,#Seqs,Sequence Names
4,GO:0043168,anion binding,Molecular Function,GO:0043167,ion binding,3.96,11,"NODE_12577_length_3482_cov_3795.058210_g3822_i1, NODE_7878_length_4566_cov_618.929910_g1594_i4, NODE_11626_length_3656_cov_22.308519_g423_i5, NODE_12089_length_3570_cov_239.484609_g0_i738, NODE_8116_length_4491_cov_1283.713133_g2274_i1, NODE_10453_length_3903_cov_682.443211_g3806_i0, NODE_10820_length_3825_cov_701.765543_g3806_i1, NODE_7858_length_4573_cov_213.232394_g1594_i3, NODE_7849_length_4575_cov_1012.680598_g1027_i7, NODE_10512_length_3893_cov_3392.351708_g3822_i0, NODE_12525_length_3492_cov_254.626047_g0_i756"
4,GO:0000166,nucleotide binding,Molecular Function,"GO:1901265, GO:0036094","nucleoside phosphate binding, small molecule binding",14.43,13,"NODE_12577_length_3482_cov_3795.058210_g3822_i1, NODE_12089_length_3570_cov_239.484609_g0_i738, NODE_8116_length_4491_cov_1283.713133_g2274_i1, NODE_10453_length_3903_cov_682.443211_g3806_i0, NODE_11334_length_3717_cov_73.489425_g4085_i0, NODE_7858_length_4573_cov_213.232394_g1594_i3, NODE_7849_length_4575_cov_1012.680598_g1027_i7, NODE_10512_length_3893_cov_3392.351708_g3822_i0, NODE_7878_length_4566_cov_618.929910_g1594_i4, NODE_11626_length_3656_cov_22.308519_g423_i5, NODE_4329_length_5948_cov_781.173509_g1027_i3, NODE_10820_length_3825_cov_701.765543_g3806_i1, NODE_12525_length_3492_cov_254.626047_g0_i756"
4,GO:0003676,nucleic acid binding,Molecular Function,"GO:1901363, GO:0097159","heterocyclic compound binding, organic cyclic compound binding",30.1,18,"NODE_5350_length_5454_cov_788.073733_g962_i5, NODE_1980_length_7688_cov_354.814206_g504_i1, NODE_7154_length_4803_cov_116.811060_g962_i10, NODE_1092_length_8977_cov_305.019893_g504_i0, NODE_2771_length_6945_cov_775.797282_g962_i1, NODE_7858_length_4573_cov_213.232394_g1594_i3, NODE_6585_length_4987_cov_880.665389_g962_i8, NODE_6594_length_4984_cov_3723.915237_g2346_i1, NODE_795_length_9702_cov_456.133981_g262_i4, NODE_7878_length_4566_cov_618.929910_g1594_i4, NODE_11257_length_3731_cov_850.442193_g2346_i2, NODE_2264_length_7387_cov_368.952025_g504_i2, NODE_578_length_10513_cov_374.971290_g262_i0, NODE_738_length_9940_cov_438.301887_g262_i2, NODE_6901_length_4886_cov_427.297715_g504_i4, NODE_6394_length_5057_cov_1074.700278_g962_i7, NODE_6195_length_5127_cov_3348.235583_g2346_i0, NODE_1085_length_8985_cov_1291.794774_g62_i1"
4,GO:0043169,cation binding,Molecular Function,GO:0043167,ion binding,6.58,10,"NODE_11626_length_3656_cov_22.308519_g423_i5, NODE_4329_length_5948_cov_781.173509_g1027_i3, NODE_4670_length_5775_cov_88.176123_g1638_i1, NODE_578_length_10513_cov_374.971290_g262_i0, NODE_738_length_9940_cov_438.301887_g262_i2, NODE_4164_length_6047_cov_82.860751_g1638_i0, NODE_7849_length_4575_cov_1012.680598_g1027_i7, NODE_8447_length_4401_cov_64.734446_g1638_i2, NODE_760_length_9864_cov_439.313676_g262_i3, NODE_795_length_9702_cov_456.133981_g262_i4"
4,GO:1901265,nucleoside phosphate binding,Molecular Function,"GO:1901363, GO:0097159","heterocyclic compound binding, organic cyclic compound binding",11.76,13,"NODE_12577_length_3482_cov_3795.058210_g3822_i1, NODE_12089_length_3570_cov_239.484609_g0_i738, NODE_8116_length_4491_cov_1283.713133_g2274_i1, NODE_10453_length_3903_cov_682.443211_g3806_i0, NODE_11334_length_3717_cov_73.489425_g4085_i0, NODE_7858_length_4573_cov_213.232394_g1594_i3, NODE_7849_length_4575_cov_1012.680598_g1027_i7, NODE_10512_length_3893_cov_3392.351708_g3822_i0, NODE_7878_length_4566_cov_618.929910_g1594_i4, NODE_11626_length_3656_cov_22.308519_g423_i5, NODE_4329_length_5948_cov_781.173509_g1027_i3, NODE_10820_length_3825_cov_701.765543_g3806_i1, NODE_12525_length_3492_cov_254.626047_g0_i756"
4,GO:0015075,ion transmembrane transporter activity,Molecular Function,GO:0022857,transmembrane transporter activity,6.92,9,"NODE_11528_length_3675_cov_30.868075_g3339_i1, NODE_12523_length_3492_cov_7645.640774_g2846_i1, NODE_7686_length_4625_cov_5537.661445_g2846_i0, NODE_2628_length_7066_cov_1369.602672_g225_i3, NODE_10453_length_3903_cov_682.443211_g3806_i0, NODE_12971_length_3413_cov_7828.411348_g2846_i2, NODE_10820_length_3825_cov_701.765543_g3806_i1, NODE_495_length_10846_cov_3750.662568_g225_i0, NODE_2208_length_7451_cov_8442.962005_g225_i1"
4,GO:0032553,ribonucleotide binding,Molecular Function,"GO:0097367, GO:0000166","carbohydrate derivative binding, nucleotide binding",2.38,11,"NODE_12577_length_3482_cov_3795.058210_g3822_i1, NODE_7878_length_4566_cov_618.929910_g1594_i4, NODE_11626_length_3656_cov_22.308519_g423_i5, NODE_12089_length_3570_cov_239.484609_g0_i738, NODE_8116_length_4491_cov_1283.713133_g2274_i1, NODE_10453_length_3903_cov_682.443211_g3806_i0, NODE_10820_length_3825_cov_701.765543_g3806_i1, NODE_7858_length_4573_cov_213.232394_g1594_i3, NODE_7849_length_4575_cov_1012.680598_g1027_i7, NODE_10512_length_3893_cov_3392.351708_g3822_i0, NODE_12525_length_3492_cov_254.626047_g0_i756"
5,GO:0017076,purine nucleotide binding,Molecular Function,GO:0000166,nucleotide binding,2.38,11,"NODE_12577_length_3482_cov_3795.058210_g3822_i1, NODE_7878_length_4566_cov_618.929910_g1594_i4, NODE_11626_length_3656_cov_22.308519_g423_i5, NODE_12089_length_3570_cov_239.484609_g0_i738, NODE_8116_length_4491_cov_1283.713133_g2274_i1, NODE_10453_length_3903_cov_682.443211_g3806_i0, NODE_10820_length_3825_cov_701.765543_g3806_i1, NODE_7858_length_4573_cov_213.232394_g1594_i3, NODE_7849_length_4575_cov_1012.680598_g1027_i7, NODE_10512_length_3893_cov_3392.351708_g3822_i0, NODE_12525_length_3492_cov_254.626047_g0_i756"
5,GO:0046872,metal ion binding,Molecular Function,GO:0043169,cation binding,10.96,10,"NODE_11626_length_3656_cov_22.308519_g423_i5, NODE_4329_length_5948_cov_781.173509_g1027_i3, NODE_4670_length_5775_cov_88.176123_g1638_i1, NODE_578_length_10513_cov_374.971290_g262_i0, NODE_738_length_9940_cov_438.301887_g262_i2, NODE_7849_length_4575_cov_1012.680598_g1027_i7, NODE_4164_length_6047_cov_82.860751_g1638_i0, NODE_8447_length_4401_cov_64.734446_g1638_i2, NODE_760_length_9864_cov_439.313676_g262_i3, NODE_795_length_9702_cov_456.133981_g262_i4"
5,GO:0003677,DNA binding,Molecular Function,GO:0003676,nucleic acid binding,19.8,15,"NODE_5350_length_5454_cov_788.073733_g962_i5, NODE_1980_length_7688_cov_354.814206_g504_i1, NODE_7154_length_4803_cov_116.811060_g962_i10, NODE_1092_length_8977_cov_305.019893_g504_i0, NODE_2771_length_6945_cov_775.797282_g962_i1, NODE_6585_length_4987_cov_880.665389_g962_i8, NODE_6594_length_4984_cov_3723.915237_g2346_i1, NODE_795_length_9702_cov_456.133981_g262_i4, NODE_11257_length_3731_cov_850.442193_g2346_i2, NODE_2264_length_7387_cov_368.952025_g504_i2, NODE_578_length_10513_cov_374.971290_g262_i0, NODE_738_length_9940_cov_438.301887_g262_i2, NODE_6901_length_4886_cov_427.297715_g504_i4, NODE_6394_length_5057_cov_1074.700278_g962_i7, NODE_6195_length_5127_cov_3348.235583_g2346_i0"
5,GO:0032555,purine ribonucleotide binding,Molecular Function,"GO:0017076, GO:0032553","purine nucleotide binding, ribonucleotide binding",3.96,11,"NODE_12577_length_3482_cov_3795.058210_g3822_i1, NODE_7878_length_4566_cov_618.929910_g1594_i4, NODE_11626_length_3656_cov_22.308519_g423_i5, NODE_12089_length_3570_cov_239.484609_g0_i738, NODE_8116_length_4491_cov_1283.713133_g2274_i1, NODE_10453_length_3903_cov_682.443211_g3806_i0, NODE_10820_length_3825_cov_701.765543_g3806_i1, NODE_7858_length_4573_cov_213.232394_g1594_i3, NODE_7849_length_4575_cov_1012.680598_g1027_i7, NODE_10512_length_3893_cov_3392.351708_g3822_i0, NODE_12525_length_3492_cov_254.626047_g0_i756"
5,GO:0008324,cation transmembrane transporter activity,Molecular Function,GO:0015075,ion transmembrane transporter activity,11.25,9,"NODE_11528_length_3675_cov_30.868075_g3339_i1, NODE_12523_length_3492_cov_7645.640774_g2846_i1, NODE_7686_length_4625_cov_5537.661445_g2846_i0, NODE_2628_length_7066_cov_1369.602672_g225_i3, NODE_10453_length_3903_cov_682.443211_g3806_i0, NODE_12971_length_3413_cov_7828.411348_g2846_i2, NODE_10820_length_3825_cov_701.765543_g3806_i1, NODE_495_length_10846_cov_3750.662568_g225_i0, NODE_2208_length_7451_cov_8442.962005_g225_i1"
5,GO:0035639,purine ribonucleoside triphosphate binding,Molecular Function,"GO:1901265, GO:0043168","nucleoside phosphate binding, anion binding",6.6,11,"NODE_12577_length_3482_cov_3795.058210_g3822_i1, NODE_7878_length_4566_cov_618.929910_g1594_i4, NODE_11626_length_3656_cov_22.308519_g423_i5, NODE_12089_length_3570_cov_239.484609_g0_i738, NODE_8116_length_4491_cov_1283.713133_g2274_i1, NODE_10453_length_3903_cov_682.443211_g3806_i0, NODE_10820_length_3825_cov_701.765543_g3806_i1, NODE_7858_length_4573_cov_213.232394_g1594_i3, NODE_7849_length_4575_cov_1012.680598_g1027_i7, NODE_10512_length_3893_cov_3392.351708_g3822_i0, NODE_12525_length_3492_cov_254.626047_g0_i756"
6,GO:0005524,ATP binding,Molecular Function,"GO:0032559, GO:0035639","adenyl ribonucleotide binding, purine ribonucleoside triphosphate binding",9,9,"NODE_12577_length_3482_cov_3795.058210_g3822_i1, NODE_7878_length_4566_cov_618.929910_g1594_i4, NODE_11626_length_3656_cov_22.308519_g423_i5, NODE_8116_length_4491_cov_1283.713133_g2274_i1, NODE_10453_length_3903_cov_682.443211_g3806_i0, NODE_10820_length_3825_cov_701.765543_g3806_i1, NODE_7858_length_4573_cov_213.232394_g1594_i3, NODE_7849_length_4575_cov_1012.680598_g1027_i7, NODE_10512_length_3893_cov_3392.351708_g3822_i0"
6,GO:0043565,sequence-specific DNA binding,Molecular Function,GO:0003677,DNA binding,8,8,"NODE_5350_length_5454_cov_788.073733_g962_i5, NODE_1980_length_7688_cov_354.814206_g504_i1, NODE_2264_length_7387_cov_368.952025_g504_i2, NODE_7154_length_4803_cov_116.811060_g962_i10, NODE_1092_length_8977_cov_305.019893_g504_i0, NODE_2771_length_6945_cov_775.797282_g962_i1, NODE_6585_length_4987_cov_880.665389_g962_i8, NODE_6394_length_5057_cov_1074.700278_g962_i7"
6,GO:0032559,adenyl ribonucleotide binding,Molecular Function,"GO:0032555, GO:0030554","purine ribonucleotide binding, adenyl nucleotide binding",5.4,9,"NODE_12577_length_3482_cov_3795.058210_g3822_i1, NODE_7878_length_4566_cov_618.929910_g1594_i4, NODE_11626_length_3656_cov_22.308519_g423_i5, NODE_8116_length_4491_cov_1283.713133_g2274_i1, NODE_10453_length_3903_cov_682.443211_g3806_i0, NODE_10820_length_3825_cov_701.765543_g3806_i1, NODE_7858_length_4573_cov_213.232394_g1594_i3, NODE_7849_length_4575_cov_1012.680598_g1027_i7, NODE_10512_length_3893_cov_3392.351708_g3822_i0"
6,GO:0030554,adenyl nucleotide binding,Molecular Function,GO:0017076,purine nucleotide binding,3.24,9,"NODE_12577_length_3482_cov_3795.058210_g3822_i1, NODE_7878_length_4566_cov_618.929910_g1594_i4, NODE_11626_length_3656_cov_22.308519_g423_i5, NODE_8116_length_4491_cov_1283.713133_g2274_i1, NODE_10453_length_3903_cov_682.443211_g3806_i0, NODE_10820_length_3825_cov_701.765543_g3806_i1, NODE_7858_length_4573_cov_213.232394_g1594_i3, NODE_7849_length_4575_cov_1012.680598_g1027_i7, NODE_10512_length_3893_cov_3392.351708_g3822_i0"
